UTTERANCES,actor.gender,gr.amount,movie.country,movie.directed_by,movie.estimated_budget,movie.genre,movie.gross_revenue,movie.initial_release_date,movie.language,movie.locations,movie.music,movie.produced_by,movie.production_companies,movie.rating,movie.starring.actor,movie.starring.character,movie.subjects,none,person.date_of_birth
show me movies in spanish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what films are not spoken in english,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what other movies did tom hanks star in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show jason statham movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
summary of in july,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who stars in in july,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i want information about life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what company produced the hangover,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
watch movies in german language,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what movies has ron howard directed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
name the director of sleepless in seattle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find info about star wars episode four,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i need movies with a pg rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
find movies about love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
what movies has charles vidor directed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
director for titanic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
will you show the cost to produce the deer hunter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who directed grizzly man,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
director of the incredibles,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movies by mel gibson,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese movie titles,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find movies in spanish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
show all relevant information about the director steven spielberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me more information about the cast and crew of the movie apollo thirteen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genre for gone with the wind,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
please look up movies produced by albert ruddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
who directed the movie titanic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find a director,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me movies produced in french,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
movies from spain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me movies produced by julian fellows,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rating of movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
can you show me movies about war,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bring me to will ferrell informaion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please make a list of movies that have been made in spanish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what language is the movie elling in,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i'm looking for the cost of some movies,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find movies about dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
what are all the movies played in by chrisian bale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what is the reccommended audience for movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who directed the movie called avatar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who was the male star of titanic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i want to see spielberg's page,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I'd like a list of spanish movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
please tell me who produce the avatar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the name of the male lead in the movie titanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
list of barry sonnenfeld films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when was in july released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
who played guido in life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
list of all french speaking films,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
frank capra movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
will you provide a list of movies produced by clint eastwood,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
can you show me movies spanish,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
who directed gone with the wind,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
budget for titanic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how old is kristen stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
show me the release date of the movie barfi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
who directed the movie men in black 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find a pg-13 movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
about house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
darth vader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
list all movies that walt disney produced,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
show me the official site for finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
all the movies by kareena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
when the movie top gun was released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
when was paranorman be released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
show me diving movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tom cruise movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me movies in english,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
search for movies in spanish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
play movies from turkey,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find the male actor from the movie born free,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show rating for the film avengers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show all movies directed by martin scorcese,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show all brad pitt movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find info on the crew of apollo thirteen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show movie ratings for us movie looper,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
all about will farrell please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me a bio of will ferrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who starred in hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
please find a movie in mandarin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
list all rated r movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
find french movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
list of movies produced by searchlight films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i need to know who directed black swan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find movies rated pg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who is director steven spielberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find director movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i need to know the name of the country to which the movie kati patang belongs to,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when was the first hunger games shown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
more stuff about the movie go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genre for while you were sleeping,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rocky actor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i would like to get names of some movies with pg thirteen rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show me information on movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who produced godfather,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
how much money was spent on batman,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want to see movies starring denzel washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
when does top gun come out,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
who directed jurassic park,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
do you have any movies made in japan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what movies has christian bale acted in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what year was the movie released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
who is in barfi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
list of all dutch movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find movies with sandra bullock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find movies produced by george lucus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
what are movies whose topic involves time travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
find information on dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find name of main actor in the movie the help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
give me swedish films,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
eva mendes films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show will ferrell information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
list all brad pitt's movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dawn of the dead movie information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
movie with brad pitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i d like to know who the producer of the terminator is,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me all movies produced by ray stark,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
company that produced twilight,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
show angelina jolie movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
search for films produced in russia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want to learn about charlie sheen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
search for movies in french,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
robert wise life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
release date for the vow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
movies starring tom cruise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
can you tell me about the revenue generated by the movie avatar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
what is resident evil's release date,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
are there any french films showing,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
show me movies in greek,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
who does ellen degeneres play in finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
find steven spielberg movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
look for movies in french,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
watch ron howard's latest movie,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
in what country was movie made,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me the film rating for avengers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i would like to search for movies directed by stephen spielberg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movies about time travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i would like to know the genre of grease,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what other movies has will smith directed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when was overboard released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
looper directors,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find movies directed by niel abramson,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i don't want any g rated movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show me movies made in england,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list all brad pitt movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find spike lee directed movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movies with meg ryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i need page on life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what are all movies produced by chris nolan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me french r rated dramas,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
which current movies are rated pg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
i want to see movies that are rated pg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
list movie info kristen stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cast and crew for house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
movies from italy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
search the movie in july,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
complete list of movies made by searchlight films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
when will the great gatsby be released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
can you find the producer of heroine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
can you tell me the language of the movie hero,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find the director andrew stanton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who produced top gun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
what other movies has richard lester directed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want to look up alfred hitchcock movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who was the lead actress in the hunger games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me hungarian comedies,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
list movies starring angelina jolie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
get all brad pitt produced movies,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
what company produced cabin in the woods,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
look for wes anderson films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get films from the united kingdom,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
only show movies rated pg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
what are the names of films produced by steven spielberg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
columbia production company movies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i want information about the movie in july,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
look up information about canadian movies,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cast and crew of the campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find movies that are pg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
trouble with the curve was based on what,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what are some films will ferrell starred in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what type of movie is parenthood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
show finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who is in movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
please tell me if you have any movies from the united states,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
where was the movie mirror produced,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i would love to see some movies produced by the wb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
find love stories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
what rating is superman,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who was the lead man in taxi driver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what movies has angelina jolie been in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tell me the budget for the movie batman,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who produced the movie the dark knight,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i want to see zombie movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i want to see a list of g rated movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
which all movies are produced by yash chopra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
please show me movies made in france,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movies by producer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
who directed star wars four,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
was robert wise the only director of the sound of music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how much did james cameron have to spend to make avatar,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
give me the name of the country for the movie thoda pyaar thoda magic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me information about movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
get me info on star wars episode four,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
display overview of the movie house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find a movie with mel gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
search director of the movie platoon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
looking for names of crew members of apollo thirteen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what date was avatar released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
search for spanish movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tell me the director of the film the dark knight,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what movies have albert ruddy produced,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
who was the director of the movie e t,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show only g rated movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
when was resident evil first in theatres,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
director of the cabin in the woods,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
browse lionsgate information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find movies produced by albert ruddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
who is the producer for hitch,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
in search for movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what is the rating for the movie the campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
brian de palma movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show all movies directed by ron howard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i need to know the rating of the movie avatar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tell me what genre the tommyknockers is,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
current movies rated g,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
what is the cast in resident evil retribution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show actors in movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
movie results for back to the future,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
when was black swan released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
what movies that clint eastwood starred in did he also direct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what type of movie is gilda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what country is cell 21 from,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when will the movie frankenstein be released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shows actors in shoot to kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i want to see anne hathaway's latest movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
what's the rating for satyricon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who is in movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
french movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
show me movies in chinese,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what is movie rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i want to view the page on in july,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i want to see will ferrell details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what are the names of movies with zombies in them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
find danish movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
how many movies has angelina jolie been in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bio on will ferrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what has will ferrell done,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i want to look up spanish movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
who is hitchcock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
are there any movies with ice skating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sort in all diving movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
when was while you were sleeping released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
do you know when 24 will be released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
show me movies starring denzel washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what production company produced the movie avatar,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
search for movies directed by tyler perry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can you show me spanish movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i want to see a movie which was directed by scorsese,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me apollo thirteen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
when did richard lester start directing,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
total titanic revenues,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
who produced black swan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
who starred in the campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what movies are in italian,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i would like to look up the budget of freedom writers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how many movies has ray stark produced,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i want to see all movies with a r rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show me the movies produced by reliance,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
give me a list of movies from spain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how many movies did richard lester direct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movies from the us,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cast and crew of go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what country does mirror come from,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can you tell me more about the producer ray stark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
which movies are rated r,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
movies about zombies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
who directed jurassic park,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who starred in go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what was the cast of hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who made field of dreams,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gone with the wind's budget information please,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me names of some romantic movies having a pg thirteen rating,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
see lionsgate info,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
